organization,soil_property,prep_transform,train,prep_spectra,components,n,rmse,bias,rsq,ccc,rpd,rpiq
7,potassium_cmolkg,logTransform,int10CVrep10,wavelet,5,69,0.5901089489179461,-0.039641042796908686,0.4975359050987057,0.7041061163550854,1.3017100623539613,1.7273986085377488
8,carbon_org_perc,logTransform,int10CVrep10,BOC,8,69,0.4273244470845975,0.02321039340568765,0.8739222607899738,0.933002878196558,2.8445948677625745,3.7656414393736144
8,carbon_org_perc,logTransform,int10CVrep10,raw,9,69,0.40492934636273753,-0.006258378395327337,0.8861277030871284,0.9399820832307605,2.9963257568006916,3.966501016907881
8,carbon_org_perc,logTransform,int10CVrep10,SG1stDer,7,69,0.319115915833019,-0.003542169149717315,0.9300684470568878,0.9640375095542542,3.7935317510862023,5.021832994694859
8,carbon_org_perc,logTransform,int10CVrep10,SNV,9,69,0.3413208951773662,0.0182005714188597,0.9187717850261711,0.9573480231311041,3.5454864946424625,4.693473583275656
8,carbon_org_perc,logTransform,int10CVrep10,SNVplusSG1stDer,7,69,0.33514372723848196,-0.00594652446834262,0.9223167584296788,0.9598941160463448,3.603435474668476,4.770185765747892
8,carbon_org_perc,logTransform,int10CVrep10,wavelet,7,69,0.3205040510659323,-0.0033273178558789035,0.9292177396530398,0.963565857077213,3.7781895970685797,5.001523230519739
8,clay_perc,withoutTransform,int10CVrep10,BOC,30,69,7.400452792991612,0.47511762327038076,0.7146969315396439,0.8277231926262717,1.7748504754962857,2.167200474795658
8,clay_perc,withoutTransform,int10CVrep10,raw,30,69,6.434940427221923,0.34867347817833044,0.7506979668686604,0.8579865737242797,1.934825783303563,2.362540064142512
8,clay_perc,withoutTransform,int10CVrep10,SG1stDer,29,69,8.11432050924279,1.1864124163917813,0.6989551675929492,0.8108814874161218,1.5212237750171758,1.8575068339578364
8,clay_perc,withoutTransform,int10CVrep10,SNV,23,69,6.142608840480784,0.2554001220944111,0.7630426248452278,0.8657628514638159,2.0706452346775306,2.5283838822939213
8,clay_perc,withoutTransform,int10CVrep10,SNVplusSG1stDer,28,69,5.304840617575779,0.6359448791783412,0.8155566833580149,0.8992720493444001,2.2956653395745774,2.803147128496443
8,clay_perc,withoutTransform,int10CVrep10,wavelet,8,69,8.369141092537042,0.8685441139208742,0.6553166854221806,0.7927146149160196,1.4198509611780934,1.7337244571793082
8,pH_H20,withoutTransform,int10CVrep10,BOC,5,70,0.6709787447353683,-0.02810421068733665,0.694027494531497,0.824330031836303,1.8240451991465554,2.882311486021736
8,pH_H20,withoutTransform,int10CVrep10,raw,10,70,0.5346135372718733,-0.023008648863857537,0.8210076318413939,0.9046706447160249,2.3009090398573937,3.6358400312531716
8,pH_H20,withoutTransform,int10CVrep10,SG1stDer,24,70,0.5230449611237287,-0.0011111436860988646,0.8454730066110245,0.9142699756162699,2.3864140743661317,3.7709529896341
8,pH_H20,withoutTransform,int10CVrep10,SNV,9,70,0.4801203581069157,-1.5294017297601963e-5,0.8501277077545942,0.920702267921169,2.562690522845139,4.049500710054562
8,pH_H20,withoutTransform,int10CVrep10,SNVplusSG1stDer,16,70,0.4471230745292321,0.025731387219806643,0.8826163760485614,0.9364956322139109,2.7335335027797107,4.319462596745744
8,pH_H20,withoutTransform,int10CVrep10,wavelet,24,70,0.5497249593444895,-0.004848880053718272,0.8362331604493838,0.9075085255455024,2.247780490577826,3.5518876007455185
8,potassium_cmolkg,logTransform,int10CVrep10,BOC,5,69,0.5800090301870647,-0.018600866175877716,0.4974276952292787,0.704354095670569,1.325021102406048,1.7583328843907944
8,potassium_cmolkg,logTransform,int10CVrep10,raw,5,69,0.5421900916559943,-0.015455973369970993,0.5215044293426306,0.7163117485169428,1.4172658799452686,1.8807437844632522
8,potassium_cmolkg,logTransform,int10CVrep10,SG1stDer,5,69,0.5586928687165152,-0.009846637751416072,0.5345311496041655,0.7307604823488405,1.3746149942315924,1.8241450972705946
8,potassium_cmolkg,logTransform,int10CVrep10,SNV,5,69,0.5483518629964866,-0.019801237692397205,0.5194631444629508,0.716988292203034,1.4010805521704826,1.8592654894992156
8,potassium_cmolkg,logTransform,int10CVrep10,SNVplusSG1stDer,5,69,0.5580983348080448,-0.01664194460584846,0.5328487439394449,0.729553883560845,1.3759797627650472,1.8259561758923595
8,potassium_cmolkg,logTransform,int10CVrep10,wavelet,5,69,0.5552063106108909,-0.008051168009297519,0.5491118379485256,0.7405421027595394,1.3834824567451118,1.83591242000252
9,carbon_org_perc,logTransform,int10CVrep10,BOC,23,69,0.39499061010791464,-0.002246349165756209,0.8987566398186553,0.9466098014068163,3.0752734771696497,4.071011086420613
9,carbon_org_perc,logTransform,int10CVrep10,raw,22,69,0.3855565037228312,-0.00715861663358965,0.9046402372455778,0.9497098409939567,3.144722921244491,4.162947448787527
9,carbon_org_perc,logTransform,int10CVrep10,SG1stDer,17,69,0.3983638800371231,-0.020549150427010936,0.8992545528287698,0.9468674481090146,3.037017827189422,4.020368704094645
9,carbon_org_perc,logTransform,int10CVrep10,SNV,22,69,0.32559078360930166,0.009862331586878404,0.9259905696171498,0.9617408080862303,3.7520420858152925,4.9669094607250575
9,carbon_org_perc,logTransform,int10CVrep10,SNVplusSG1stDer,11,69,0.3210953230974198,-4.724255038857126e-4,0.9286299091826953,0.9633309553508648,3.7659839120590233,4.985365487359611
9,carbon_org_perc,logTransform,int10CVrep10,wavelet,8,69,0.40013934036171256,-0.013549527775748513,0.8939730113770138,0.9450964032282835,3.015122880469272,3.991384429526533
9,clay_perc,withoutTransform,int10CVrep10,BOC,12,69,8.175671963560216,0.43304470834557485,0.5803355510650215,0.7601211143389695,1.448987986478157,1.769302538790253
9,clay_perc,withoutTransform,int10CVrep10,raw,5,69,8.99832182881936,0.534696503191945,0.4635152959605753,0.6758172710891484,1.3118006573514547,1.6017884586330486
9,clay_perc,withoutTransform,int10CVrep10,SG1stDer,14,69,7.663235098514627,0.5719411152624794,0.6694239501488184,0.8103521529001324,1.559383854143754,1.9041026135703336
9,clay_perc,withoutTransform,int10CVrep10,SNV,15,69,7.299443972439561,0.0713341320612064,0.6604460273173327,0.8098709699583775,1.636248254439667,1.9979587254603262
9,clay_perc,withoutTransform,int10CVrep10,SNVplusSG1stDer,17,69,6.543690570051608,0.6288942195784021,0.7251431688717296,0.8483084079964673,1.8230651134753901,2.226073482839447
9,clay_perc,withoutTransform,int10CVrep10,wavelet,8,69,7.429121577595527,0.7945748262326476,0.6503913551284933,0.8038435151173815,1.5912556600527548,1.9430200287848558
9,pH_H20,withoutTransform,int10CVrep10,BOC,23,70,0.44366294403239837,-0.0033479728673139583,0.8762450357499496,0.9342596323670966,2.7620573195796103,4.3645352324600335
9,pH_H20,withoutTransform,int10CVrep10,raw,12,70,0.4543192995760351,-0.0037390435439684957,0.8650989597943498,0.9297564973895306,2.694006779584439,4.2570034382096305
9,pH_H20,withoutTransform,int10CVrep10,SG1stDer,13,70,0.3658877037435577,-0.020951142880156395,0.9125829146330116,0.9544936228722112,3.343152229953769,5.282767157537257
9,pH_H20,withoutTransform,int10CVrep10,SNV,21,70,0.4413991638886189,0.018022773066381104,0.8814925120131633,0.9362981951256201,2.796894742887177,4.41958447432629
9,pH_H20,withoutTransform,int10CVrep10,SNVplusSG1stDer,15,70,0.3318328967488969,-0.006716654657431254,0.9268121833380457,0.9621997587300624,3.681622590249054,5.817609719340809
9,pH_H20,withoutTransform,int10CVrep10,wavelet,14,70,0.374690183144583,-0.010565642387397182,0.9076079703361977,0.9520902329561987,3.2679480408573114,5.163931342431858
9,potassium_cmolkg,logTransform,int10CVrep10,BOC,8,69,0.5474323865315078,-0.015423681457600877,0.5175782178542235,0.7147095919245601,1.4033038385007113,1.8622158405983482
9,potassium_cmolkg,logTransform,int10CVrep10,raw,7,69,0.5487237648840328,-0.015255182126594964,0.5156465458436671,0.7136618978344269,1.4005600031174468,1.8585747091665634
9,potassium_cmolkg,logTransform,int10CVrep10,SG1stDer,5,69,0.5095998798707876,-0.029355651731449623,0.5977277251102171,0.7703274969737257,1.5178575718014078,2.014231228071492
9,potassium_cmolkg,logTransform,int10CVrep10,SNV,6,69,0.48373769625266627,0.007401496449284887,0.6128899093023421,0.7782561230798344,1.5881335894887987,2.107489088387366
9,potassium_cmolkg,logTransform,int10CVrep10,SNVplusSG1stDer,7,69,0.5137649802232752,-0.020762825814070338,0.5933163004680195,0.7670573116963562,1.5107353965817631,2.0047799409377594
9,potassium_cmolkg,logTransform,int10CVrep10,wavelet,5,69,0.5186431923672861,-0.029303886446591407,0.5901597716513698,0.7646782837877719,1.4980794361563663,1.9879851960396482
10,carbon_org_perc,logTransform,int10CVrep10,BOC,10,69,0.4690767797234085,-0.01038807077971696,0.8749420198938117,0.9292038481067123,2.6359461056493934,3.489434646697582
10,carbon_org_perc,logTransform,int10CVrep10,raw,12,69,0.3682387196355615,0.010861721264710907,0.9053567742638322,0.9503701524045439,3.2856595928349974,4.3495177674234595
10,carbon_org_perc,logTransform,int10CVrep10,SG1stDer,8,69,0.32786038892389335,0.01566666254162621,0.9254295487595958,0.9609190443525786,3.6789749305294275,4.870184014539459
10,carbon_org_perc,logTransform,int10CVrep10,SNV,10,69,0.34137293538499286,0.028345999624591875,0.9194668435118011,0.9580080888370837,3.543014824786882,4.6902016156088
10,carbon_org_perc,logTransform,int10CVrep10,SNVplusSG1stDer,9,69,0.33566007446976925,0.00349697778464095,0.921726920681469,0.9595121735851213,3.594672740360451,4.75858576048652
10,carbon_org_perc,logTransform,int10CVrep10,wavelet,8,69,0.3359584971536178,0.016219958608100656,0.9217844568900044,0.9590135708533423,3.5912304172073917,4.754028853329097
10,clay_perc,withoutTransform,int10CVrep10,BOC,6,69,5.993674138685659,0.1259783009072776,0.7448305036104517,0.8592722837837319,1.9734036807428639,2.409646025349578
10,clay_perc,withoutTransform,int10CVrep10,raw,5,69,7.152501730078739,0.34012080494947516,0.6386275119659192,0.7918805029136639,1.6554884068278037,2.0214521227725992
10,clay_perc,withoutTransform,int10CVrep10,SG1stDer,22,69,6.642601151380571,0.7191816701311374,0.7420323535339802,0.8511820405303473,1.8716091186767736,2.2853486683119044
10,clay_perc,withoutTransform,int10CVrep10,SNV,23,69,7.252662452290599,0.30778741376580726,0.6968696232351977,0.8258518318885579,1.6856143339795056,2.0582377137439014
10,clay_perc,withoutTransform,int10CVrep10,SNVplusSG1stDer,21,69,5.95999208996896,0.6682125668539434,0.7770537583241035,0.8774489942731845,1.9994437311524522,2.441442512090571
10,clay_perc,withoutTransform,int10CVrep10,wavelet,21,69,6.3415961132441625,0.8844763191578772,0.772813856642427,0.8676194341530684,1.9711842554058576,2.406935971905336
10,pH_H20,withoutTransform,int10CVrep10,BOC,5,70,0.5518576992518472,-0.02998242686714227,0.7936185557848668,0.8873856663189107,2.211019732906752,3.4937991530909462
10,pH_H20,withoutTransform,int10CVrep10,raw,11,70,0.5428619285116856,-0.011750397841835826,0.832223053157928,0.907912383438303,2.2641344459076156,3.5777297198503484
10,pH_H20,withoutTransform,int10CVrep10,SG1stDer,20,70,0.5903591908826084,0.044665190384300585,0.8309174667113455,0.8983868931291201,2.116312038476535,3.344144377212271
10,pH_H20,withoutTransform,int10CVrep10,SNV,7,70,0.46685483462335536,0.01782461879452537,0.8556487398182197,0.9238653720939215,2.639579424899337,4.170998667255462
10,pH_H20,withoutTransform,int10CVrep10,SNVplusSG1stDer,5,70,0.4662272008833136,-0.017471404401029837,0.8550033945107466,0.9239147739344231,2.6241954801472622,4.146689335074453
10,pH_H20,withoutTransform,int10CVrep10,wavelet,18,70,0.5594582523495583,0.05176840756454692,0.8397178206219696,0.906578302471249,2.204963546092246,3.4842293152244768
10,potassium_cmolkg,logTransform,int10CVrep10,BOC,5,69,0.53263800960254,3.7150969088561826e-4,0.5363934735885566,0.726670238749181,1.443057666167283,1.9149700664288716
10,potassium_cmolkg,logTransform,int10CVrep10,raw,5,69,0.5616677881545789,-0.013255760540881569,0.49587889963800763,0.6993690857145072,1.369437018371358,1.8172738065318286
10,potassium_cmolkg,logTransform,int10CVrep10,SG1stDer,5,69,0.5279329402623314,5.270170648869192e-5,0.5620550606325478,0.7485912819473995,1.4550957267990645,1.9309448443661554
10,potassium_cmolkg,logTransform,int10CVrep10,SNV,5,69,0.575035593878359,-0.002080296312914877,0.48799429224317203,0.6965475597513454,1.3365888021264207,1.7736834827911934
10,potassium_cmolkg,logTransform,int10CVrep10,SNVplusSG1stDer,5,69,0.5338771725673103,-0.006188800710447476,0.5532695536135687,0.742634451288361,1.4384234032663397,1.9088202950487447
10,potassium_cmolkg,logTransform,int10CVrep10,wavelet,5,69,0.5232107352448243,0.0042872567521168225,0.573902271321383,0.7570023090062289,1.468158841402789,1.9482798920409325
11,carbon_org_perc,logTransform,int10CVrep10,BOC,8,69,0.4616376925045883,0.035641198709157385,0.8525371607009075,0.918721785045556,2.6224411823655074,3.4715569870949117
11,carbon_org_perc,logTransform,int10CVrep10,raw,20,69,0.336500916028516,-0.015315796398858827,0.9210122832525992,0.9590537442563524,3.5875775044770823,4.749193170150604
11,carbon_org_perc,logTransform,int10CVrep10,SG1stDer,7,69,0.33649508320114335,-0.01644612278893812,0.9212349885492588,0.9581715313331551,3.579938597916475,4.739080874926381
11,carbon_org_perc,logTransform,int10CVrep10,SNV,18,69,0.3230966015292658,-0.005886242630185844,0.9291944576958342,0.9636794176556791,3.7383067166450146,4.948726739551348
11,carbon_org_perc,logTransform,int10CVrep10,SNVplusSG1stDer,7,69,0.3553101335944649,-0.0069193657305137634,0.9122527639477692,0.9526754195490234,3.390229259235981,4.487945869633578
11,carbon_org_perc,logTransform,int10CVrep10,wavelet,7,69,0.3830826595950025,-0.006032849171637102,0.8974412917934301,0.9458765788672368,3.1477801680040702,4.166994596315891
11,clay_perc,withoutTransform,int10CVrep10,BOC,11,69,8.8185045904857855,0.9765941467150853,0.6373636797697133,0.7758021761704628,1.3911141784121783,1.6986350960673666
11,clay_perc,withoutTransform,int10CVrep10,raw,11,69,8.36369668656241,0.9569094780130185,0.6625874138489761,0.794611752639101,1.4439846838046855,1.763193201649353
11,clay_perc,withoutTransform,int10CVrep10,SG1stDer,9,69,6.377803649590414,0.3720542923089979,0.7312883012773864,0.854405837296114,1.8510118425283038,2.260198140273209
11,clay_perc,withoutTransform,int10CVrep10,SNV,14,69,6.373908354278457,0.686881872444656,0.7453849842014758,0.8597126117826398,1.864705008367765,2.276918329336143
11,clay_perc,withoutTransform,int10CVrep10,SNVplusSG1stDer,9,69,5.6379775702599835,0.20534603639513427,0.7744567353187126,0.8786556104071808,2.094778889056833,2.55785254342987
11,clay_perc,withoutTransform,int10CVrep10,wavelet,9,69,7.562428599210317,0.42952569821820746,0.6393694998109476,0.7982669496118343,1.5620180005493791,1.907319066685549
11,pH_H20,withoutTransform,int10CVrep10,BOC,5,70,0.6758758592977195,-0.06272780571644249,0.7120360735662643,0.8422521426032257,1.807341059335606,2.85591601398862
11,pH_H20,withoutTransform,int10CVrep10,raw,5,70,0.7116618149896946,-0.06053935132325184,0.7028272222817178,0.8357993940241972,1.7160555955262928,2.711668963001335
11,pH_H20,withoutTransform,int10CVrep10,SG1stDer,9,70,0.73513363088141,-0.0656051804963446,0.7212604257876836,0.8397515555256219,1.6750963079107166,2.6469461013042235
11,pH_H20,withoutTransform,int10CVrep10,SNV,6,70,0.45013421314107627,-0.020561400934657713,0.8626030997852782,0.9270041957546806,2.712079384619453,4.285561325425982
11,pH_H20,withoutTransform,int10CVrep10,SNVplusSG1stDer,9,70,0.4361646695671851,0.0013987023212049849,0.8705545760412103,0.931796119598268,2.80810110010603,4.437292485149417
11,pH_H20,withoutTransform,int10CVrep10,wavelet,9,70,0.6718182279497316,-0.07337199668164432,0.7407898318948207,0.8567825418415813,1.8179432580814063,2.872669348410598
11,potassium_cmolkg,logTransform,int10CVrep10,BOC,7,69,0.4549356231175673,0.01557869373327913,0.6615903766315612,0.8116156813445998,1.6887393271992346,2.240995171161016
11,potassium_cmolkg,logTransform,int10CVrep10,raw,5,69,0.46664093663261436,-3.5296471567321784e-4,0.633965769155528,0.790503468419135,1.6461948661252064,2.1845377118652287
11,potassium_cmolkg,logTransform,int10CVrep10,SG1stDer,5,69,0.50055336329634,0.006175382131607652,0.5986898884503042,0.7722142978354231,1.5342095076917766,2.0359306157622057
11,potassium_cmolkg,logTransform,int10CVrep10,SNV,5,69,0.482164992019632,0.00498803156397181,0.612452338257555,0.7774818871401039,1.5925217272650947,2.1133122461765423
11,potassium_cmolkg,logTransform,int10CVrep10,SNVplusSG1stDer,5,69,0.4787607067329101,-0.006446824333329197,0.6221120072105085,0.7853477590408906,1.6038374265836428,2.128328434360679
11,potassium_cmolkg,logTransform,int10CVrep10,wavelet,12,69,0.5096648999673138,0.004320334245686585,0.6056312445930889,0.7776592868029294,1.5088049853880154,2.0022182417495737
12,carbon_org_perc,logTransform,int10CVrep10,BOC,8,69,0.37823874104815264,0.00968621970836977,0.9016626229964301,0.949223691209671,3.1912446379251302,4.224532353600776
12,carbon_org_perc,logTransform,int10CVrep10,raw,10,69,0.3618356432393833,0.012062058422842496,0.9086806381890943,0.9515080277282227,3.3331915797337457,4.412440056143777
12,carbon_org_perc,logTransform,int10CVrep10,SG1stDer,6,69,0.33153481321732425,0.012131924880574591,0.9234204924690981,0.9601877040914566,3.6367121495224084,4.8142370389940865
12,carbon_org_perc,logTransform,int10CVrep10,SNV,9,69,0.35997202675672396,0.013525421844145883,0.9096708983734979,0.9525012736532772,3.349407511691799,4.433906517344045
12,carbon_org_perc,logTransform,int10CVrep10,SNVplusSG1stDer,7,69,0.3527334163884558,0.01637242868747619,0.9134962596834503,0.9540705872953386,3.4183599275950023,4.525184919626425
12,carbon_org_perc,logTransform,int10CVrep10,wavelet,6,69,0.3901595544057008,0.013754130775977166,0.893800277661998,0.9431306128725077,3.0890260393378157,4.089216567483982
12,clay_perc,withoutTransform,int10CVrep10,BOC,11,69,5.967828365228504,-0.25807557829159783,0.75051628422711,0.8631371222614566,1.987754899530592,2.4271697371213903
12,clay_perc,withoutTransform,int10CVrep10,raw,7,69,8.543356087474193,0.709831754479326,0.57494516229076,0.7535791608292193,1.3885772506545293,1.6955373528395254
12,clay_perc,withoutTransform,int10CVrep10,SG1stDer,15,69,9.4503544963846835,0.5787150769150939,0.5241666484279842,0.7160539172760029,1.2582263462460523,1.5363709634313683
12,clay_perc,withoutTransform,int10CVrep10,SNV,12,69,7.471205464153222,0.44132939415720146,0.6657332649145024,0.811432162065656,1.5985944782513781,1.9519811725567267
12,clay_perc,withoutTransform,int10CVrep10,SNVplusSG1stDer,5,69,7.2053455611059185,0.45172519286596113,0.6411509532776759,0.7980686537659263,1.6383959119448281,2.000581146013011
12,clay_perc,withoutTransform,int10CVrep10,wavelet,13,69,9.586208434518833,0.7279224645409874,0.49480195966008167,0.6973978058444251,1.2366537426472475,1.51002950120265
12,pH_H20,withoutTransform,int10CVrep10,BOC,5,70,0.96147655622086,-0.09234479289426958,0.5680340816169638,0.7347418714068562,1.3305670561164786,2.102529427758175
12,pH_H20,withoutTransform,int10CVrep10,raw,18,70,0.5146119927675481,0.05190379775208679,0.8265602255462668,0.9073142761215822,2.376833995132787,3.7558147833965636
12,pH_H20,withoutTransform,int10CVrep10,SG1stDer,13,70,0.46416920176271675,-0.01838154138967048,0.8537793353627677,0.9216558824137681,2.6383377426590258,4.169036591433595
12,pH_H20,withoutTransform,int10CVrep10,SNV,17,70,0.4662111341012239,0.032311330382241085,0.8605181029109511,0.9266140232525101,2.624755258706421,4.147573883424158
12,pH_H20,withoutTransform,int10CVrep10,SNVplusSG1stDer,11,70,0.4848133448504664,-0.0029399037671358173,0.8393977454108081,0.9118513834969459,2.5187858994662595,3.9801237010234196
12,pH_H20,withoutTransform,int10CVrep10,wavelet,12,70,0.6281070060510205,-0.03254122178310754,0.7347250538558715,0.8528782431249741,1.9487794622202204,3.0794135092204464
12,potassium_cmolkg,logTransform,int10CVrep10,BOC,5,69,0.5374089943729042,0.0021619063957675883,0.5467082127263749,0.737734877523742,1.4305420059572946,1.8983615030806178
12,potassium_cmolkg,logTransform,int10CVrep10,raw,7,69,0.5045130005733369,0.004634867067608438,0.5811667095701345,0.7573021794167143,1.522923592114825,2.0209539512748416
12,potassium_cmolkg,logTransform,int10CVrep10,SG1stDer,7,69,0.4848236189265983,0.026186946575282404,0.6115326155525602,0.7769838866663714,1.5847521426527782,2.103001832178542
12,potassium_cmolkg,logTransform,int10CVrep10,SNV,5,69,0.5375451934578247,-0.010137554735320456,0.5316684968996646,0.7242188622900664,1.429352929525527,1.8967835718399495
12,potassium_cmolkg,logTransform,int10CVrep10,SNVplusSG1stDer,7,69,0.48635296808927575,0.015587585701937173,0.6041940685269762,0.7703765414617496,1.5797632901905543,2.096381512453993
12,potassium_cmolkg,logTransform,int10CVrep10,wavelet,8,69,0.4946399596742549,0.01872652441514607,0.5890670401692127,0.7583446102160668,1.555502947313277,2.064187490343514
13,carbon_org_perc,logTransform,int10CVrep10,BOC,16,69,0.5236099714369223,-0.00633850611986229,0.8179181356263562,0.903797061973594,2.30688766297345,3.053830926196283
13,carbon_org_perc,logTransform,int10CVrep10,raw,11,69,0.5498349427928126,0.0016542310556076434,0.7932284830650952,0.8896544788260344,2.2017044462274082,2.9145906132103248
13,carbon_org_perc,logTransform,int10CVrep10,SG1stDer,15,69,0.4821278318062345,-0.012139103910441755,0.8428127577639286,0.9176148210218823,2.5027118484518693,3.3130606942121155
13,carbon_org_perc,logTransform,int10CVrep10,SNV,8,69,0.525755908220329,-0.015081484110988934,0.8128477217471327,0.9011063168890904,2.292801925670942,3.0351843917840995
13,carbon_org_perc,logTransform,int10CVrep10,SNVplusSG1stDer,15,69,0.4981737717498445,-0.014804240950364334,0.8277518555067266,0.9080101149865705,2.4274344623901407,3.2134093703577866
13,carbon_org_perc,logTransform,int10CVrep10,wavelet,14,69,0.46153067677137505,-2.6805687359582244e-4,0.8534739013193386,0.9231502288601199,2.6187798634918535,3.4667101759621066
13,clay_perc,withoutTransform,int10CVrep10,BOC,17,69,9.758614961329057,-0.6806571428322356,0.4707494862479963,0.6802795027991798,1.2177450807161676,1.4869408739179606
13,clay_perc,withoutTransform,int10CVrep10,raw,16,69,9.688697263971244,-0.37801768585520273,0.4705292805219914,0.6818002107437153,1.2248507066974246,1.4956172757968258
13,clay_perc,withoutTransform,int10CVrep10,SG1stDer,5,69,10.032358980868091,0.2264352761516103,0.42683820096154323,0.6511430447411775,1.1800253598388541,1.4408827985346722
13,clay_perc,withoutTransform,int10CVrep10,SNV,6,69,9.932758711772252,0.4122004962121891,0.3954056563035745,0.6255488933723687,1.1928359082629334,1.4565252580039942
13,clay_perc,withoutTransform,int10CVrep10,SNVplusSG1stDer,30,69,10.434594706824637,-0.4052589632489314,0.487196531167061,0.680466008147433,1.1622044355995649,1.4191223651878093
13,clay_perc,withoutTransform,int10CVrep10,wavelet,5,69,10.410630478942958,0.4827912591830886,0.42720913584835535,0.6483644141717765,1.135557727809144,1.386585112854486
13,pH_H20,withoutTransform,int10CVrep10,BOC,11,70,0.6134556855060577,0.005308917028897657,0.7519428082735553,0.8658454712884893,1.9880092206961177,3.141403411390548
13,pH_H20,withoutTransform,int10CVrep10,raw,11,70,0.6584767658243574,-0.027734712608636983,0.7182444097565082,0.846324232892143,1.8539656394592323,2.929591031956457
13,pH_H20,withoutTransform,int10CVrep10,SG1stDer,9,70,0.6029230273291136,-0.04486808056421541,0.7655684169605157,0.8736104194424307,2.0256626527999693,3.200902441289505
13,pH_H20,withoutTransform,int10CVrep10,SNV,10,70,0.5883332576640878,-0.01277654891385048,0.7657411623307232,0.871918827136062,2.077302361399821,3.2825022422713057
13,pH_H20,withoutTransform,int10CVrep10,SNVplusSG1stDer,8,70,0.5075860307987867,-0.019852856383972956,0.8256451811039701,0.9057836901115349,2.405234011510621,3.8006917927203117
13,pH_H20,withoutTransform,int10CVrep10,wavelet,8,70,0.6843500368918733,-0.07147212398286291,0.7091146786922251,0.840057042763508,1.7837549499777572,2.8186458224689686
13,potassium_cmolkg,logTransform,int10CVrep10,BOC,5,69,0.554411598123562,-0.0023911555421804965,0.4934190804013595,0.6920804629127638,1.3861860553810263,1.8395001563631639
13,potassium_cmolkg,logTransform,int10CVrep10,raw,11,69,0.6428397825348062,-0.0063303832908937945,0.4520395010461519,0.6695206295860775,1.1968987462083918,1.5883116283376715
13,potassium_cmolkg,logTransform,int10CVrep10,SG1stDer,5,69,0.5492223077481657,-0.006518128782612172,0.5297999077241916,0.7259770661500825,1.3995556596535312,1.8572419227402803
13,potassium_cmolkg,logTransform,int10CVrep10,SNV,11,69,0.528968278201599,-0.005302114785513329,0.5710576374126398,0.755067863332712,1.454061330161829,1.929572176701126
13,potassium_cmolkg,logTransform,int10CVrep10,SNVplusSG1stDer,14,69,0.5051245283925985,-0.017870602159314585,0.6010986580902761,0.7740161175259388,1.5257022542824468,2.0246412986348727
13,potassium_cmolkg,logTransform,int10CVrep10,wavelet,11,69,0.4869914105013064,0.0019271125411708394,0.6313594196928808,0.7941697290160595,1.578653909235682,2.094909338908435
14,carbon_org_perc,logTransform,int10CVrep10,BOC,11,69,0.5464233277609682,0.03680873986857705,0.7891112010945132,0.8803496883533728,2.404412331375266,3.1829329423944297
14,carbon_org_perc,logTransform,int10CVrep10,raw,10,69,0.3934580856730868,0.004010677194406318,0.8925823159141405,0.943615015785645,3.0684484226573674,4.061976159025962
14,carbon_org_perc,logTransform,int10CVrep10,SG1stDer,9,69,0.3270976479356035,-0.01996144069138025,0.9280204288680768,0.9628340867159471,3.694111153183756,4.8902211691826984
14,carbon_org_perc,logTransform,int10CVrep10,SNV,10,69,0.3425938565324571,0.0404825090946043,0.9189685126913486,0.9568068312403593,3.529701561685598,4.672577673515804
14,carbon_org_perc,logTransform,int10CVrep10,SNVplusSG1stDer,7,69,0.32305926437060445,0.001804353169491152,0.9275793023057075,0.9625106572598593,3.744757921138958,4.9572667686611425
14,carbon_org_perc,logTransform,int10CVrep10,wavelet,7,69,0.3189834427895747,-0.008044384782334355,0.9305538796620176,0.9643170038364457,3.7980338645459946,5.027792839873898
14,clay_perc,withoutTransform,int10CVrep10,BOC,5,69,10.760279251125759,1.174242309474894,0.4703430742369395,0.6670272622544804,1.1074729300314732,1.3522918651028468
14,clay_perc,withoutTransform,int10CVrep10,raw,6,69,9.183471387313721,0.979200771577506,0.5286220592199873,0.7207573823852921,1.2898430319567515,1.5749768613532948
14,clay_perc,withoutTransform,int10CVrep10,SG1stDer,8,69,8.015132067486267,0.892964923486061,0.6593342378489263,0.8002117291065424,1.4881212390560719,1.8170866224288713
14,clay_perc,withoutTransform,int10CVrep10,SNV,12,69,6.328800709349829,0.38809858459067065,0.7448380509652255,0.8588263818604276,1.913423217965915,2.3364062289817635
14,clay_perc,withoutTransform,int10CVrep10,SNVplusSG1stDer,8,69,6.8251180903293465,0.5289375780363034,0.6992700206863188,0.8344718292158801,1.73443794805165,2.117854318668778
14,clay_perc,withoutTransform,int10CVrep10,wavelet,8,69,8.719674506422175,0.9105223011290468,0.6205266803596194,0.7727115888856503,1.3577851603460853,1.6579383361010869
14,pH_H20,withoutTransform,int10CVrep10,BOC,5,70,0.5232790671944975,-0.006566477008270739,0.8133971875012566,0.8947202276649301,2.3322268666292025,3.6853276929974417
14,pH_H20,withoutTransform,int10CVrep10,raw,10,70,0.4722398355375627,-0.022682110513998502,0.8533064729136233,0.9229121588180389,2.5946307810098754,4.099971922619796
14,pH_H20,withoutTransform,int10CVrep10,SG1stDer,11,70,0.6056537646517579,-0.06184209892001526,0.8111711969945179,0.8902887839112062,2.0729223006056605,3.275580977632475
